Hockey Arena	4135	1.806179973983887
Hunting Supply	151	3.247236549506764
Police Station	16675	1.2041199826559248
Mobile Phone Shop	16096	1.2041199826559248
University	92452	0.3010299956639812
Medical Center	40705	0.7781512503836436
Indian Restaurant	23908	1.0413926851582251
Assisted Living	6375	1.6127838567197355
Baseball Field	3299	1.9030899869919435
Asian Restaurant	59480	0.6020599913279624
College Classroom	31242	0.9030899869919435
Piano Bar	1207	2.3443922736851106
General Travel	33809	0.8450980400142568
Racetrack	10619	1.3979400086720377
Planetarium	1836	2.161368002234975
Greek Restaurant	6373	1.6127838567197355
Music School	1351	2.294466226161593
Cricket Ground	467	2.756636108245848
Platform	12898	1.3010299956639813
College Academic Building	47034	0.6989700043360189
Ski Chairlift	234	3.0569048513364727
Cafeteria	2598	2.0086001717619175
Storage Facility	1678	2.2013971243204513
Real Estate Office	728	2.5634810853944106
Parking	24176	1.0413926851582251
Bridal Shop	3915	1.8325089127062364
German Restaurant	7529	1.5440680443502757
Seafood Restaurant	60320	0.6020599913279624
Spa / Massage	16890	1.1760912590556813
Farm	5321	1.6989700043360187
Conference Room	6941	1.5797835966168101
Grocery Store	106747	0.3010299956639812
Credit Union	515	2.714329759745233
Light Rail	25515	1.0
Concert Hall	31431	0.9030899869919435
Indie Movie Theater	7204	1.568201724066995
Filipino Restaurant	3873	1.8325089127062364
Park	95341	0.3010299956639812
Bakery	73129	0.47712125471966244
Mongolian Restaurant	814	2.514547752660286
Martial Arts Dojo	2304	2.060697840353612
Ski Lodge	458	2.7649229846498886
Castle	4006	1.8195439355418688
General College & University	27766	0.9542425094393249
Airport Gate	17911	1.146128035678238
Dive Bar	10765	1.380211241711606
Professional & Other Places	14270	1.255272505103306
Bagel Shop	12354	1.3222192947339193
Pizza Place	82087	0.47712125471966244
Playground	14581	1.255272505103306
River	7135	1.568201724066995
Hot Spring	2905	1.9590413923210936
Rental Car Location	4829	1.7403626894942439
Portuguese Restaurant	2572	2.012837224705172
Hockey Field	238	3.049605612594973
BBQ Joint	44351	0.7781512503836436
Mexican Restaurant	37090	0.8450980400142568
Travel Agency	2945	1.954242509439325
Travel & Transport	1722	2.187520720836463
Pet Service	646	2.615950051656401
Airport	105678	0.3010299956639812
Subway	39675	0.7781512503836436
Tattoo Parlor	5368	1.6901960800285136
Art Gallery	23719	1.0413926851582251
Falafel Restaurant	3227	1.9138138523837167
Theme Park Ride / Attraction	2116	2.100370545117563
Synagogue	1058	2.401400540781544
General Entertainment	62763	0.6020599913279624
Aquarium	4981	1.724275869600789
Tapas Restaurant	6678	1.591064607026499
Trails	177	3.1781132523146316
Stable	38	3.846522668416287
Monument / Landmark	29434	0.9542425094393249
Post Office	20241	1.1139433523068367
Caribbean Restaurant	3048	1.9395192526186185
Event Space	50276	0.6989700043360189
Bookstore	44108	0.7781512503836436
Dentist's Office	20314	1.1139433523068367
Apres Ski Bar	92	3.4625477288026643
Chinese Restaurant	53436	0.6020599913279624
Other Great Outdoors	104389	0.3010299956639812
Brewery	19028	1.146128035678238
Women's Store	12563	1.3222192947339193
Office	113273	0.3010299956639812
Field	16035	1.2041199826559248
College Residence Hall	9078	1.462397997898956
Art Museum	16225	1.2041199826559248
Flower Shop	5785	1.662757831681574
Gift Shop	12254	1.3222192947339193
Capitol Building	13644	1.2787536009528289
College Quad	6625	1.6020599913279623
Beer Garden	25601	1.0
Arcade	24982	1.0
Gay Bar	10267	1.3979400086720377
Zoo	10856	1.380211241711606
Ski Chalet	192	3.143014800254095
Yogurt	281	2.977266212427293
Fraternity House	3832	1.8388490907372552
Korean Restaurant	14309	1.255272505103306
Harbor / Marina	22509	1.0413926851582251
Tanning Salon	3274	1.9084850188786497
Peruvian Restaurant	2602	2.0086001717619175
Mountain	6992	1.5797835966168101
Daycare	847	2.4983105537896004
Surf Spot	3321	1.9030899869919435
Skating Rink	4208	1.7993405494535817
Building	111831	0.3010299956639812
Middle Eastern Restaurant	29716	0.9030899869919435
Steakhouse	50726	0.6989700043360189
Burrito Place	7667	1.5314789170422551
Gaming Cafe	7005	1.5797835966168101
Soccer Stadium	36183	0.8450980400142568
Campaign Office	2600	2.0086001717619175
Bike Rental / Bike Share	1781	2.173186268412274
Coworking Space	36952	0.8450980400142568
College Track	776	2.5352941200427703
Sorority House	1715	2.1903316981702914
College Rec Center	3174	1.9242792860618816
Sandwich Place	50888	0.6989700043360189
Cajun / Creole Restaurant	3203	1.919078092376074
Caf	147460	0.0
Voting Booth	2210	2.0791812460476247
Sporting Goods Shop	22580	1.0413926851582251
Hookah Bar	12576	1.3222192947339193
Fast Food Restaurant	122714	0.3010299956639812
Scandinavian Restaurant	3918	1.8325089127062364
Dog Run	6508	1.6127838567197355
Hardware Store	24928	1.0
Temple	15041	1.2304489213782739
Rest Area	18357	1.146128035678238
Well	1046	2.406540180433955
Video Game Store	4191	1.7993405494535817
Wine Shop	3295	1.9084850188786497
Scenic Lookout	23832	1.0413926851582251
Church	41655	0.7781512503836436
Athletic & Sport	5790	1.662757831681574
Toy / Game Store	10505	1.3979400086720377
Food	22888	1.0413926851582251
Department Store	82140	0.47712125471966244
Meeting Room	7488	1.5440680443502757
Whisky Bar	3726	1.8512583487190752
College Cricket Pitch	52	3.710286647702891
Shop & Service	8417	1.4913616938342726
Automotive Shop	47283	0.6989700043360189
Track Stadium	2940	1.954242509439325
Dumpling Restaurant	5255	1.6989700043360187
Record Shop	6799	1.591064607026499
Juice Bar	14798	1.255272505103306
Opera House	3926	1.8260748027008264
Eye Doctor	4	4.824301599708652
College Basketball Court	2270	2.0681858617461617
Jazz Club	3783	1.845098040014257
Boutique	21675	1.0791812460476249
Volcanoes	260	3.0111473607757975
Casino	10078	1.414973347970818
Paintball Field	224	3.0759117614827773
Drugstore / Pharmacy	32451	0.9030899869919435
Indie Theater	1542	2.2380461031287955
Tourist Information Center	2172	2.0863598306747484
Hotel Bar	9409	1.4471580313422192
College Science Building	8547	1.4913616938342726
Stables	1515	2.24551266781415
Funeral Home	3559	1.8692317197309762
Motorcycle Shop	1236	2.3324384599156054
Bowling Alley	16424	1.2041199826559248
Climbing Gym	321	2.919601023784111
Tennis Court	4071	1.8129133566428555
Nursery School	1800	2.1702617153949575
Theme Park	19135	1.1139433523068367
Swiss Restaurant	1232	2.3344537511509307
College Soccer Field	1597	2.2227164711475833
Taxi	2723	1.9912260756924949
Australian Restaurant	3345	1.8976270912904414
Liquor Store	7802	1.5314789170422551
Gastropub	19753	1.1139433523068367
Caf	1765	2.1789769472931693
Basketball Court	6851	1.5797835966168101
Bus Station	83376	0.47712125471966244
Latin American Restaurant	7056	1.568201724066995
New American Restaurant	8136	1.505149978319906
Non-Profit	5166	1.7075701760979363
College Tennis Court	190	3.1473671077937864
Factory	17208	1.1760912590556813
