Pool Hall	7501	1.5440680443502757
Market	9576	1.4313637641589874
Food Truck	34321	0.8450980400142568
Cheese Shop	917	2.4638929889859074
Ferry	1501	2.247973266361807
French Restaurant	18063	1.146128035678238
Radio Station	2599	2.0086001717619175
American Restaurant	63313	0.6020599913279624
Spiritual Center	6785	1.591064607026499
Wine Bar	10993	1.380211241711606
Mac & Cheese Joint	1214	2.3404441148401185
Tailor Shop	727	2.5646660642520893
Performing Arts Venue	15232	1.2304489213782739
Science Museum	6502	1.6127838567197355
EV Charging Station	373	2.8543060418010806
Convenience Store	40873	0.7781512503836436
Bar	110660	0.3010299956639812
Jewelry Store	8173	1.505149978319906
Sports Bar	16698	1.1760912590556813
College Communications Building	5724	1.662757831681574
Smoke Shop	4743	1.7481880270062005
Accessories Store	6280	1.6232492903979006
Ski Trail	277	2.9836262871245345
College Library	23422	1.0413926851582251
Volcano	270	2.9947569445876283
Museum	15475	1.2304489213782739
Camera Store	2658	2.0
Embassy / Consulate	6989	1.5797835966168101
Thrift / Vintage Store	3503	1.8808135922807914
Outdoors & Recreation	9494	1.4471580313422192
Stadium	19720	1.1139433523068367
College Theater	4725	1.7481880270062005
Gluten-free Restaurant	371	2.8567288903828825
Moving Target	9479	1.4471580313422192
Boarding House	715	2.571708831808688
Mosque	21728	1.0791812460476249
Cuban Restaurant	2877	1.9637878273455553
Gourmet Shop	6910	1.5797835966168101
Garden Center	3496	1.8808135922807914
Snack Place	25547	1.0
Photography Lab	4425	1.7781512503836436
Spanish Restaurant	7109	1.568201724066995
Airport Food Court	871	2.48572142648158
Library	13738	1.2787536009528289
Movie Theater	59556	0.6020599913279624
Gym	45890	0.6989700043360189
Law School	6377	1.6127838567197355
Electronics Store	55077	0.6020599913279624
College Auditorium	19161	1.1139433523068367
Newsstand	919	2.462397997898956
Shrine	6056	1.6434526764861874
Karaoke Bar	23642	1.0413926851582251
College Engineering Building	10156	1.414973347970818
Gas Station / Garage	56938	0.6020599913279624
Laundry Service	5829	1.6532125137753437
Beach	44572	0.6989700043360189
College Stadium	4161	1.806179973983887
Frozen Yogurt	2489	2.0293837776852097
Housing Development	40091	0.7781512503836436
Roof Deck	1399	2.278753600952829
Residence	856	2.4927603890268375
Residential Building (Apartment / Condo)	101803	0.3010299956639812
Water Park	7546	1.5440680443502757
Dim Sum Restaurant	7699	1.5314789170422551
Motel	4552	1.7634279935629373
South American Restaurant	4092	1.8129133566428555
Miscellaneous Shop	55042	0.6020599913279624
Flea Market	25457	1.0
Pier	17974	1.146128035678238
African Restaurant	3369	1.8976270912904414
Taco Place	14615	1.255272505103306
Tea Room	28819	0.9542425094393249
Nightlife Spot	2016	2.12057393120585
College Football Field	1450	2.2648178230095364
Deli / Bodega	15062	1.2304489213782739
Government Building	58896	0.6020599913279624
Garden	18027	1.146128035678238
Fish Market	3609	1.863322860120456
College Bookstore	3672	1.8573324964312685
Track	3366	1.8976270912904414
Lighthouse	3031	1.9444826721501687
Boat or Ferry	19790	1.1139433523068367
Winery	3754	1.8512583487190752
Airport Lounge	9386	1.4471580313422192
College Math Building	1690	2.1958996524092336
Nightclub	63981	0.6020599913279624
Baseball Stadium	11640	1.3424226808222062
Sushi Restaurant	48820	0.6989700043360189
Paper / Office Supplies Store	12357	1.3222192947339193
Paella Restaurant	806	2.519827993775719
Laboratory	3771	1.845098040014257
Moroccan Restaurant	829	2.506505032404872
Plane	3401	1.8920946026904804
Speakeasy	5790	1.662757831681574
Veterinarian	4160	1.806179973983887
Campground	5167	1.7075701760979363
Arepa Restaurant	1878	2.1522883443830563
Auditorium	6644	1.6020599913279623
Train	6341	1.6232492903979006
Pool	19329	1.1139433523068367
Hospital	90671	0.3010299956639812
Farmers Market	20257	1.1139433523068367
Emergency Room	6637	1.6020599913279623
Trail	5306	1.6989700043360187
Malaysian Restaurant	17559	1.1760912590556813
Kids Store	3207	1.919078092376074
City Hall	17306	1.1760912590556813
Ski Area	1771	2.1760912590556813
Dessert Shop	60274	0.6020599913279624
Burger Joint	81613	0.47712125471966244
Mediterranean Restaurant	14028	1.2787536009528289
Skate Park	2905	1.9590413923210936
Football Stadium	5353	1.6901960800285136
College Lab	10538	1.3979400086720377
Breakfast Spot	45561	0.6989700043360189
Antique Shop	3226	1.9138138523837167
Furniture / Home Store	36521	0.8450980400142568
Hot Dog Joint	9543	1.4313637641589874
Nail Salon	9302	1.4471580313422192
Rock Climbing Spot	253	3.022840610876528
Yoga Studio	3228	1.9138138523837167
Bike Shop	7472	1.5440680443502757
Community College	9979	1.414973347970818
Hiking Trail	8108	1.505149978319906
Salon / Barbershop	56482	0.6020599913279624
Bank	65418	0.6020599913279624
Donut Shop	21300	1.0791812460476249
College History Building	793	2.526339277389844
History Museum	16563	1.2041199826559248
Diner	50813	0.6989700043360189
Bed & Breakfast	5868	1.6532125137753437
Argentinian Restaurant	6031	1.6434526764861874
Bus Line	35930	0.8450980400142568
Tech Startup	15448	1.2304489213782739
Athletics & Sports	6955	1.5797835966168101
Lingerie Store	3290	1.9084850188786497
Dance Studio	4505	1.7708520116421442
Men's Store	8171	1.505149978319906
College & University	8029	1.5185139398778875
Sculpture Garden	7658	1.5314789170422551
Vietnamese Restaurant	7713	1.5314789170422551
Design Studio	8949	1.462397997898956
Mall	204708	0.0
Eastern European Restaurant	10226	1.414973347970818
College Cafeteria	21795	1.0791812460476249
Wings Joint	14275	1.255272505103306
Pub	56391	0.6020599913279624
Plaza	89547	0.3010299956639812
Home (private)	144704	0.0
Hostel	5716	1.662757831681574
Health Food Store	459	2.7641761323903307
Sake Bar	6618	1.6020599913279623
Middle School	4927	1.7323937598229686
Arts & Crafts Store	14698	1.255272505103306
Airport Tram	1312	2.307496037913213
Historic Site	34058	0.8450980400142568
Pet Store	10741	1.380211241711606
Candy Store	8515	1.4913616938342726
Hotel Pool	2020	2.12057393120585
Car Dealership	14015	1.2787536009528289
Shoe Store	14202	1.255272505103306
Elementary School	5023	1.724275869600789
Public Art	3448	1.8864907251724818
Clothing Store	51932	0.6989700043360189
Animal Shelter	2305	2.060697840353612
Board Shop	1713	2.1903316981702914
Basketball Stadium	10229	1.414973347970818
Lounge	31494	0.9030899869919435
Comedy Club	6821	1.591064607026499
Gym Pool	3918	1.8325089127062364
Ice Cream Shop	55929	0.6020599913279624
Butcher	3161	1.9242792860618816
Fair	8404	1.4913616938342726
Turkish Restaurant	36380	0.8450980400142568
Hobby Shop	8299	1.505149978319906
Strip Club	7588	1.5440680443502757
Volleyball Court	1214	2.3404441148401185
Cocktail Bar	27481	0.9542425094393249
Molecular Gastronomy Restaurant	846	2.4983105537896004
Cupcake Shop	11726	1.3424226808222062
Vineyard	1257	2.326335860928751
Japanese Restaurant	55753	0.6020599913279624
Hotel	108797	0.3010299956639812
City	53741	0.6020599913279624
Vegetarian / Vegan Restaurant	9068	1.462397997898956
Cemetery	12214	1.3222192947339193
Tennis	1662	2.2041199826559246
Military Base	10223	1.414973347970818
Rock Club	14594	1.255272505103306
Doctor's Office	31513	0.9030899869919435
Fish & Chips Shop	4226	1.7993405494535817
College Arts Building	7863	1.5185139398778875
Travel Lounge	3508	1.8808135922807914
Italian Restaurant	67356	0.47712125471966244
Medical School	8753	1.4771212547196624
Internet Cafe	3257	1.9084850188786497
Distillery	585	2.658964842664435
Lake	15385	1.2304489213782739
Thai Restaurant	24260	1.0413926851582251
Coffee Shop	138896	0.0
School	30588	0.9030899869919435
Airport Terminal	39574	0.7781512503836436
College Administrative Building	15613	1.2304489213782739
Resort	12232	1.3222192947339193
College Technology Building	5157	1.7075701760979363
Salad Place	9038	1.462397997898956
Soup Place	15486	1.2304489213782739
Food Court	47409	0.6989700043360189
Afghan Restaurant	790	2.5276299008713385
Golf Course	8665	1.4771212547196624
Ethiopian Restaurant	657	2.6085260335771943
Brazilian Restaurant	18013	1.146128035678238
Gym / Fitness Center	33934	0.8450980400142568
Video Store	7207	1.568201724066995
Cosmetics Shop	22045	1.0791812460476249
Soccer Field	20185	1.1139433523068367
Recycling Facility	781	2.5327543789924976
Indonesian Restaurant	19253	1.1139433523068367
Fried Chicken Joint	40548	0.7781512503836436
Courthouse	14289	1.255272505103306
Multiplex	87119	0.47712125471966244
Fire Station	2102	2.100370545117563
Theater	25919	1.0
Other Nightlife	20875	1.0791812460476249
Music Venue	32512	0.9030899869919435
Bridge	54533	0.6020599913279624
Optical Shop	4344	1.7853298350107671
Student Center	34237	0.8450980400142568
Island	2633	2.0043213737826426
Trade School	7054	1.568201724066995
Neighborhood	102114	0.3010299956639812
College Gym	10652	1.3979400086720377
Convention Center	40658	0.7781512503836436
Road	86429	0.47712125471966244
College Hockey Rink	237	3.0515383905153275
High School	39949	0.7781512503836436
Car Wash	9328	1.4471580313422192
College Baseball Diamond	236	3.0530784434834195
Music Store	5344	1.6901960800285136
Train Station	72834	0.47712125471966244
Arts & Entertainment	3317	1.9030899869919435
Food & Drink Shop	20426	1.1139433523068367
Restaurant	126834	0.3010299956639812
Ramen /  Noodle House	35784	0.8450980400142568
Financial or Legal Service	2164	2.089905111439398
Southern / Soul Food Restaurant	3784	1.845098040014257
